timestamp,7203.T,9104.T,5020.T,8473.T,2914.T,4502.T,9501.T,5201.T,3524.T,1301.T,3864.T,6101.T,3865.T,6103.T,1332.T,8803.T,8804.T,6641.T,7721.T,8818.T,2201.T,3941.T,8835.T,1491.T,7731.T,9531.T,7732.T,9532.T,7733.T,9533.T,7003.T,9534.T,7004.T,5232.T,5233.T,7012.T,7013.T,4004.T,5237.T,4005.T
0,-0.5104427514700621,0.8185430185227535,-0.4970050793771115,1.8532437696799504,-0.0549056675190364,3.2977935196721413,0.754714076081238,2.777083726070305,0.7580734941044757,0.6640097894538214,0.04587687317809319,-0.7335081082130424,-0.8107747227475084,2.128716047585438,-0.9209636339097034,0.667369207477059,0.024376597829372213,-0.9048384273981627,-0.4009257239125147,-0.725445504957272,-0.1691258803091166,-0.7872587965848448,0.09962756154989565,-1.119169297280725,-0.2571426325179431,0.3247085691068184,-0.2564707489132956,0.1466594138752228,-0.8006964686777954,0.5161953964313646,0.7177604778256238,0.03243920108514258,-0.5117865186793572,1.2216731813112718,1.6651163603786419,0.744635822011525,0.40197518364128443,1.2955803778225001,-0.6569133772832239,-0.7435863622827553
1,-0.5252241907723079,0.8073449037672669,-0.5487401169349714,1.964104564446793,-0.02131148728665987,3.317950027811567,0.7043228057326733,2.777083726070305,0.7244793138720991,0.6169779371284942,-0.0011549791472339507,-0.7388831770502226,-0.8148060243753935,2.1824667359572403,-0.9263387027468836,0.6707286255002967,0.017657761782896908,-0.9196198667004083,-0.4345199041448912,-0.728133039375862,-0.1691258803091166,-0.7825556113523121,0.07947105341046973,-1.119169297280725,-0.26184581775047583,0.3247085691068184,-0.271588130017865,0.1097058156196086,-0.8015363231836048,0.44228819992013624,0.590102592942593,0.025720365038667273,-0.5453806989117338,1.2082355092183212,1.62480334409979,0.7043228057326733,0.3146303150371054,1.2149543452647964,-0.6219754298415523,-0.7523208491431732
2,-0.5117865186793572,0.7782300022439016,-0.5487401169349714,2.0245740888650707,-0.028030323333135175,3.405294896415746,0.6875257156164849,2.7535677999076413,0.6976039696861979,0.590102592942593,-0.0011549791472339507,-0.7523208491431732,-0.825556162049754,2.1522319737481017,-0.9364169568165965,0.6438532813143955,0.025720365038667273,-0.9088697290260478,-0.4345199041448912,-0.7402269442595176,-0.155688208216166,-0.7926338654220251,0.11978406968932157,-1.1144661120481922,-0.25983016693653327,0.3112708970138678,-0.232954822750632,0.08283047143370738,-0.804055886701033,0.41877227375747267,0.6438532813143955,0.03579861910838023,-0.5520995349582091,1.1208906406141421,1.5105831313097098,0.7177604778256238,0.33478682317653136,1.1746413289859445,-0.6327255675159127,-0.7543364999571158
3,-0.5117865186793572,0.7692716088599623,-0.5460525825163813,1.943948056307367,-0.034749159379610484,3.338106535950993,0.7009633877094356,2.8677880126977215,0.6572909534073461,0.5968214289890683,-0.0011549791472339507,-0.7449301294920504,-0.814134140770746,2.1354348836319135,-0.9290262371654737,0.6337750272446825,0.005563856899241356,-0.9001352421656299,-0.40764455995898996,-0.7435863622827553,-0.11201577391407651,-0.804055886701033,0.11306523364284625,-1.103044090769184,-0.20070440972755055,0.30455206096739246,-0.15904762623940366,0.08954930748018268,-0.789778360102273,0.44228819992013624,0.6304156092214448,0.029079783061904927,-0.5588183710046843,1.0671399522423397,1.5508961475885616,0.6908851336397226,0.32134915108358075,1.2619861975901236,-0.6273504986787325,-0.7442582458874029
4,-0.5185053547258325,0.7155209204881597,-0.5675528578651022,1.8498843516567127,-0.061624503565511704,3.3717007161833696,0.7076822237559108,2.8879445208371477,0.7110416417791485,0.5699460848031671,0.04587687317809319,-0.7456020130966979,-0.8181654423986312,2.0850436132833483,-0.9303700043747688,0.5800243388728801,-0.015936418449479624,-0.9001352421656299,-0.4345199041448912,-0.7435863622827553,-0.11873460996055181,-0.802712119491738,0.08618988945694503,-1.1124504612342496,-0.19600122449501783,0.29447380689767955,-0.17920413437882957,0.07275221736399441,-0.789778360102273,0.37845925747862086,0.5699460848031671,0.029079783061904927,-0.5856937151905856,1.0671399522423397,1.5173019673561852,0.6236967731749695,0.2675984627117783,1.2216731813112718,-0.6004751544928313,-0.7543364999571158
5,-0.5386618628652584,0.6371344452679202,-0.5957719692602985,1.7927742452616726,-0.08849984775141294,3.250761667346814,0.6707286255002967,2.834193832465345,0.6774474615467719,0.5363519045707905,-0.0011549791472339507,-0.7576959179803534,-0.8248842784451065,2.001058162702407,-0.935745073211949,0.5430707406172659,-0.05624943472833146,-0.9081978454214003,-0.4479575762378418,-0.758367801585001,-0.13217228205350243,-0.8168216751893361,0.06603338131751911,-1.1205130644900199,-0.2195171506576814,0.270957880735016,-0.20943889658796844,0.06267396329428146,-0.8032160321952236,0.3818186755018585,0.5094765603848893,0.015642110968954313,-0.6058502233300115,1.0201080999170127,1.382925246426679,0.5766649208496424,0.20712893829350054,1.1477659848000434,-0.5924125512370609,-0.7617272196082386
6,-0.5386618628652584,0.6505721173608707,-0.5890531332138232,1.7658989010757715,-0.10865635589083886,3.203729815021487,0.6707286255002967,2.8812256847906723,0.7043228057326733,0.5430707406172659,-0.028030323333135175,-0.7469457803059929,-0.8322749980962293,1.95402631037708,-0.9377607240258916,0.5565084127102164,-0.0374366937982006,-0.9055103110028102,-0.4345199041448912,-0.7691179392593614,-0.1489693721696907,-0.8208529768172214,0.06603338131751911,-1.1144661120481922,-0.23026728833204188,0.24744195457235238,-0.2447127858319638,0.0525957092245685,-0.8191732678056025,0.36166216736243256,0.5565084127102164,0.012282692945716663,-0.6024908053067739,0.9865139196846361,1.4568324429379074,0.6371344452679202,0.2810361348047289,1.1947978371253705,-0.5319430268187831,-0.7603834523989436
7,-0.5198491219351276,0.7289585925811104,-0.5655372070511597,1.9137132940982282,-0.048186831472561094,3.264199339439765,0.7076822237559108,2.894663356883623,0.7580734941044757,0.590102592942593,0.005563856899241356,-0.7341799918176899,-0.8201810932125738,2.1623102278178146,-0.9337294223980065,0.6169779371284942,0.004220089689946294,-0.901479009374925,-0.43787932216812886,-0.7630709868175337,-0.13217228205350243,-0.8087590719335658,0.08618988945694503,-1.1131223448388972,-0.21145454740191102,0.26423904468854065,-0.2060794785647308,0.09962756154989565,-0.8107747227475084,0.3986157656180468,0.6035402650355436,0.03579861910838023,-0.5688966250743973,0.9932327557311114,1.4098005906125801,0.6908851336397226,0.3415056592230067,1.2216731813112718,-0.5185053547258325,-0.7516489655385257
8,-0.5238804235630128,0.7088020844416845,-0.5527714185628566,2.001058162702407,-0.06834333961198702,3.1902921429285365,0.7009633877094356,2.8140373243259194,0.744635822011525,0.5968214289890683,0.019001528992191968,-0.7388831770502226,-0.8309312308869343,2.081684195260111,-0.933057538793359,0.6404938632911578,0.024376597829372213,-0.9021508929795725,-0.4345199041448912,-0.7456020130966979,-0.13889111809997773,-0.8080871883289182,0.11306523364284625,-1.119169297280725,-0.23026728833204188,0.2575202086420653,-0.22287656868091907,0.1029869795731333,-0.8166537042881743,0.42213169178071036,0.5497895766637412,0.022360947015429622,-0.5789748791441103,0.9865139196846361,1.5038642952632344,0.6640097894538214,0.3415056592230067,1.18136016503242,-0.5400056300745535,-0.7529927327478207
9,-0.5211928891444226,0.6864058549307114,-0.5688966250743973,2.0178552528185953,-0.06834333961198702,3.1768544708355857,0.7076822237559108,2.7636460539773546,0.744635822011525,0.5833837568961177,0.012282692945716663,-0.7476176639106404,-0.8322749980962293,2.041371178981259,-0.9296981207701213,0.6640097894538214,0.04587687317809319,-0.9068540782121053,-0.4412387401913665,-0.7556802671664108,-0.12881286403026476,-0.8033840030963855,0.1466594138752228,-1.121856831699315,-0.24840814565752523,0.2810361348047289,-0.22119685966930022,0.09962756154989565,-0.8216928313230307,0.41541285573423503,0.5430707406172659,0.008923274922479008,-0.5856937151905856,0.9462009034057842,1.450113606891432,0.6505721173608707,0.33478682317653136,1.2082355092183212,-0.550755767748914,-0.7536646163524683
10,-0.5225366563537177,0.6214572158375055,-0.5830061807719955,2.004417580725645,-0.06834333961198702,3.163416798742635,0.7144010598023862,2.787161980140018,0.7513546580580004,0.5632272487566917,0.012282692945716663,-0.7462738967013454,-0.8302593472822868,2.001058162702407,-0.9276824699561786,0.6774474615467719,0.036470502713027764,-0.9068540782121053,-0.4445981582146042,-0.7536646163524683,-0.1489693721696907,-0.8121184899568035,0.40197518364128443,-1.1252162497225526,-0.2631895849597709,0.270957880735016,-0.21615773263444374,0.11642465166608391,-0.8166537042881743,0.40533460166452207,0.502757724338414,0.019001528992191968,-0.5957719692602985,0.9260443952663583,1.4837077871238087,0.6102591010820189,0.30791147899063015,1.1746413289859445,-0.5494120005396189,-0.7644147540268288
11,-0.5144740530979474,0.5833837568961177,-0.5809905299580529,2.01113641677212,-0.06834333961198702,3.143260290603209,0.7076822237559108,2.8308344144421076,0.8051053464298028,0.5565084127102164,-0.0011549791472339507,-0.7469457803059929,-0.8295874636776392,1.9305103842144165,-0.9296981207701213,0.667369207477059,0.017657761782896908,-0.9115572634446379,-0.4412387401913665,-0.7402269442595176,-0.1489693721696907,-0.8168216751893361,0.2877549708512042,-1.1285756677457903,-0.26654900298300854,0.24744195457235238,-0.21783744164606259,0.10634639759637095,-0.818333413299793,0.3986157656180468,0.4826012161989881,0.005563856899241356,-0.6058502233300115,0.919325559219883,1.4232382627055309,0.6035402650355436,0.2877549708512042,1.1679224929394694,-0.5440369317024387,-0.7603834523989436
12,-0.5117865186793572,0.590102592942593,-0.5769592283301677,2.061527687120685,-0.07506217565846232,3.136541454556734,0.6942445516629603,2.861069176651246,0.7715111661974262,0.5632272487566917,-0.007873815193709256,-0.7476176639106404,-0.8322749980962293,1.95402631037708,-0.9276824699561786,0.6472126993376331,0.013626460155011722,-0.9169323322818181,-0.4445981582146042,-0.7415707114688127,-0.1691258803091166,-0.8195092096079263,0.3146303150371054,-1.1238724825132576,-0.2564707489132956,0.2743172987582536,-0.2195171506576814,0.11978406968932157,-0.8166537042881743,0.4120534377109974,0.5161953964313646,-0.007873815193709256,-0.5957719692602985,0.8991690510804571,1.3762064103802036,0.6505721173608707,0.3280679871300561,1.18136016503242,-0.5467244661210288,-0.7724773572825991
13,-0.5238804235630128,0.5565084127102164,-0.582334297167348,1.964104564446793,-0.07506217565846232,3.15669796269616,0.7076822237559108,2.817396742349157,0.7513546580580004,0.5497895766637412,0.0525957092245685,-0.7476176639106404,-0.8369781833287621,1.8734002778193763,-0.9323856551887114,0.6270561911982072,-0.005186280775119134,-0.9202917503050558,-0.45131699426107946,-0.7523208491431732,-0.15232879019292833,-0.8195092096079263,0.30791147899063015,-1.1272319005364952,-0.2699084210062462,0.2541607906188277,-0.2245562776925379,0.11642465166608391,-0.8309312308869343,0.41877227375747267,0.4758823801525128,-0.014592651240184563,-0.6092096413532492,0.8790125429410311,1.3963629185196296,0.6035402650355436,0.29447380689767955,1.1276094766606175,-0.5628496726325696,-0.7872587965848448
14,-0.5346305612373733,0.52291423247784,-0.5830061807719955,2.0346523429347836,-0.048186831472561094,3.1298226185102584,0.7244793138720991,2.8409126685118204,0.744635822011525,0.5699460848031671,0.019001528992191968,-0.748289547515288,-0.8295874636776392,1.9372292202608918,-0.9290262371654737,0.6270561911982072,-0.005186280775119134,-0.9216355175143509,-0.4546764122843171,-0.7395550606548701,-0.1691258803091166,-0.8134622571660984,0.3011926429441548,-1.1285756677457903,-0.254455098099353,0.2541607906188277,-0.2195171506576814,0.12650290573579687,-0.828411667369506,0.4322099458504233,0.4691635441060375,-0.028030323333135175,-0.6125690593764869,0.8790125429410311,1.3762064103802036,0.6572909534073461,0.32134915108358075,1.161203656892994,-0.506411449842177,-0.7845712621662546
15,-0.5494120005396189,0.5430707406172659,-0.6018189217021264,2.0783247772368734,-0.007873815193709256,3.183573306882061,0.7244793138720991,2.914819865023049,0.7647923301509509,0.5699460848031671,0.012282692945716663,-0.7503051983292306,-0.8295874636776392,1.923791548167941,-0.9283543535608262,0.6371344452679202,0.005563856899241356,-0.9243230519329411,-0.4580358303075548,-0.7395550606548701,-0.17920413437882957,-0.8053996539103281,0.2743172987582536,-1.1279037841411428,-0.2369861243785172,0.260879626665303,-0.2447127858319638,0.14329999585198513,-0.8326109398985531,0.4322099458504233,0.4826012161989881,-0.034749159379610484,-0.6092096413532492,0.919325559219883,1.3426122301478274,0.6774474615467719,0.32134915108358075,1.1477659848000434,-0.5104427514700621,-0.7785243097244269
16,-0.5467244661210288,0.5161953964313646,-0.6071939905393066,2.1354348836319135,-0.028030323333135175,3.069353094091981,0.7009633877094356,2.9248981190927617,0.7647923301509509,0.5632272487566917,0.019001528992191968,-0.7563521507710583,-0.8302593472822868,1.866681441772901,-0.9296981207701213,0.6572909534073461,0.013626460155011722,-0.9256668191422361,-0.4479575762378418,-0.7476176639106404,-0.17248529833235426,-0.8053996539103281,0.24072311852587708,-1.1158098792574873,-0.25915828333188573,0.25080137259559004,-0.22287656868091907,0.12986232375903453,-0.8309312308869343,0.41541285573423503,0.44900703596661157,-0.041467995426085785,-0.6159284773997244,0.8991690510804571,1.3426122301478274,0.6371344452679202,0.3146303150371054,1.1074529685211916,-0.5319430268187831,-0.7892744473987874
17,-0.5373180956559633,0.5072370030474253,-0.5917406676324134,2.2026232440966664,-0.02131148728665987,3.0156024057201782,0.7211198958488615,2.9349763731624745,0.7513546580580004,0.590102592942593,0.019001528992191968,-0.7503051983292306,-0.8248842784451065,1.8700408597961387,-0.9270105863515311,0.6942445516629603,0.04856440759668332,-0.9256668191422361,-0.45131699426107946,-0.7402269442595176,-0.155688208216166,-0.8067434211196232,0.3146303150371054,-1.1171536464667824,-0.2390017751924598,0.2675984627117783,-0.19600122449501783,0.13658115980550983,-0.8292515218753155,0.41541285573423503,0.5296330685243152,-0.02131148728665987,-0.6092096413532492,0.939482067359309,1.4232382627055309,0.6640097894538214,0.3415056592230067,1.1544848208465188,-0.5225366563537177,-0.7744930080965416
18,-0.5238804235630128,0.5699460848031671,-0.5769592283301677,2.3168434568867466,-0.02131148728665987,3.0424777499060798,0.7244793138720991,2.9484140452554253,0.7580734941044757,0.6304156092214448,0.005563856899241356,-0.7402269442595176,-0.8289155800729917,1.9069944580517528,-0.9270105863515311,0.7144010598023862,0.08081482061976479,-0.9176042158864657,-0.4546764122843171,-0.7435863622827553,-0.15904762623940366,-0.8067434211196232,0.29447380689767955,-1.1164817628621349,-0.22556410309950917,0.2575202086420653,-0.13889111809997773,0.15001883189846044,-0.8191732678056025,0.425491109803948,0.5497895766637412,0.0022044388760037023,-0.582334297167348,0.9327632313128336,1.5038642952632344,0.6908851336397226,0.3818186755018585,1.2015166731718459,-0.5305992596094881,-0.7724773572825991
19,-0.5185053547258325,0.6281760518839807,-0.562177789027922,2.652785259210512,-0.041467995426085785,3.0156024057201782,0.7278387318953368,2.9114604469998113,0.7580734941044757,0.6438532813143955,0.012282692945716663,-0.7388831770502226,-0.8282436964683442,1.9573857284003178,-0.9270105863515311,0.7110416417791485,0.08887742387553516,-0.9108853798399904,-0.45131699426107946,-0.7234298541433294,-0.155688208216166,-0.8101028391428609,0.3415056592230067,-1.119169297280725,-0.24101742600640239,0.26423904468854065,-0.15904762623940366,0.16345650399141104,-0.8225326858288401,0.4322099458504233,0.6371344452679202,0.005563856899241356,-0.5655372070511597,0.9797950836381608,1.557614983635037,0.8118241824762781,0.5094765603848893,1.2015166731718459,-0.5265679579816029,-0.7731492408872467
