timestamp,1301,1332,1376,1377,1379,1380,1381,1382,1400,1407,1414,1417,1418,1491,1514,1515,1518,1605,1662,1711,1712,1716,1717,1718,1719,1720,1721,1723,1724,1726,1730,1736,1739,1743,1757,1758,1762,1764,1766,1768,1770,1775,1776,1780,1783,1787,1788,1789,1793,1795,1798,1799,1801,1802,1803,1805,1807,1808,1810,1811,1812,1813,1814,1815,1820,1821,1822,1826,1827,1828,1833,1835,1840,1841,1844,1847,1848,1850,1852,1853,1860,1861,1866,1867,1870,1871,1873,1878,1879,1882,1884,1885,1888,1890,1893,1897,1898,1899,1904,1905
0,-1.929793203,-1.166128876,-1.472244845,-1.395406257,-1.299974582,-0.955581834,-1.280604297,1.545103451,-1.161499833,-0.662630451,-1.559757879,-1.481139902,-2.884184793,0.582781771,-1.526311474,-1.085728785,0.369080245,-0.02627494,0.088430884,-0.606611392,-1.990656331,-1.296005093,-1.326247525,-1.819882763,-1.970852336,-1.405107061,-1.465185117,-1.190025338,-0.596481521,-1.184992276,-1.515930037,-1.167218071,-1.25636134,-1.591487824,0.480403212,-1.708789348,-1.883706861,-1.88684074,-1.534822437,-1.338115389,-1.089913385,-1.660028331,-1.706378245,-1.455145612,-1.652055072,-1.10652394,-1.665119672,-1.063956415,-1.797358708,-1.269559132,-1.60189596,-1.716837985,-1.688134253,-1.653312531,-1.562295152,-0.634466844,-1.786495134,-1.484914525,-1.385125426,-1.584352186,-1.599499755,-3.5244467,-2.130003648,-1.818687251,-1.776288102,-1.473338556,-1.741943178,-2.571165936,-1.256902794,-1.198825306,-1.572109035,-2.182916031,-1.403088601,-1.767401836,-1.854767947,-1.685928694,-1.307613353,-1.252901926,-1.348855654,-1.260396934,-1.279049363,-1.977448475,-1.317181266,-2.353079914,-1.419205043,-1.828367482,-2.461945148,-1.935584895,-1.383427065,-2.465522634,-2.050976773,-1.80207525,-2.720270978,-2.054285159,-1.692823258,-1.079158559,-1.647584278,-1.911447512,-1.260023846,-1.646496952
1,-1.886308034,-1.166128876,-1.483748288,-1.38146907,-1.321219255,-0.891460593,-1.279823877,1.600557976,-1.186124864,-0.664934655,-1.558443389,-1.498778724,-2.544463209,0.433649151,-1.560432504,-1.173194287,0.230095065,-0.107779192,-0.135031437,-0.650465795,-2.046621987,-1.289794431,-1.30249688,-1.803603102,-1.967563854,-1.410512326,-1.484195716,-1.181553419,-0.596481521,-1.189023371,-1.534542427,-1.152840691,-1.263386522,-1.600467499,0.480403212,-1.708789348,-1.901960647,-1.834088668,-1.525324996,-1.332379887,-1.061120803,-1.666611661,-1.706378245,-1.445994665,-1.697267099,-1.10652394,-1.624390074,-1.056973507,-1.814945676,-1.328904386,-1.588705499,-1.735824329,-1.688134253,-1.650632005,-1.562295152,-0.743132339,-1.786495134,-1.49470283,-1.385125426,-1.584352186,-1.589401382,-3.632509312,-2.211081865,-1.828265773,-1.772013648,-1.535368893,-1.745973966,-2.656543534,-1.26203011,-1.196048223,-1.546653865,-2.151442467,-1.450870759,-1.760333093,-1.71794362,-1.673077802,-1.284693798,-1.314703668,-1.360174348,-1.260396934,-1.234378661,-2.005517684,-1.317181266,-2.385817565,-1.378242034,-1.789497314,-2.429268637,-1.939369074,-1.380967791,-2.492991298,-2.046528945,-1.889388975,-2.745691133,-2.13353733,-1.717293319,-1.109534797,-1.669524063,-1.911447512,-1.270162742,-1.657035173
2,-1.929793203,-1.18133516,-1.437733091,-1.394586432,-1.330323894,-0.873649124,-1.266557193,1.61064135,-1.172814039,-0.66658051,-1.562715195,-1.51962487,-2.583965948,0.433649151,-1.594553534,-0.904071053,0.264840894,0.044360672,0.004632409,-0.619446827,-2.053446807,-1.29148826,-1.309282774,-1.771045129,-1.977429166,-1.415917819,-1.494651366,-1.189460494,-0.596481521,-1.180961141,-1.497317733,-1.126297922,-1.266508779,-1.600467499,0.480403212,-1.670214158,-1.917172097,-1.781336853,-1.507769041,-1.37252723,-1.061120803,-1.646861784,-1.706378245,-1.421592632,-1.652055072,-1.115100792,-1.610813577,-1.067447807,-1.806152098,-1.432759301,-1.595300675,-1.794681069,-1.705373414,-1.669394371,-1.56817237,-0.743132339,-1.792504087,-1.514279127,-1.415614644,-1.590830756,-1.602866133,-3.659525071,-2.251621293,-1.8474226,-1.78483705,-1.535368893,-1.754035663,-2.699232333,-1.205630231,-1.183551867,-1.567866303,-2.163245078,-1.474761948,-1.714384091,-1.71794362,-1.679503305,-1.293861579,-1.314703668,-1.371493018,-1.260396934,-1.264159333,-2.005517684,-1.346657848,-2.320342915,-1.460168051,-1.806156048,-2.403127297,-1.941261306,-1.383427065,-2.511303647,-2.059872211,-1.906851823,-2.745691133,-2.13353733,-1.696901736,-1.106159499,-1.691463596,-1.932055713,-1.26762799,-1.638592968
3,-1.886308034,-1.176266429,-1.373311888,-1.398685498,-1.26962682,-0.930645848,-1.269678759,1.746759933,-1.16283092,-0.665154113,-1.559097479,-1.490760991,-2.647169706,0.433649151,-1.458068789,-0.870430987,0.647051847,-0.075178546,-0.023299021,-0.587358239,-2.0589069,-1.293182051,-1.312675702,-1.746150193,-1.98071758,-1.415917819,-1.465185117,-1.179294308,-0.554193794,-1.18196894,-1.478705301,-1.126297922,-1.287584171,-1.546588738,0.480403212,-1.670214158,-1.917172097,-1.834088668,-1.491076778,-1.361056518,-1.061120803,-1.633695469,-1.713309979,-1.412441526,-1.697267099,-1.115100792,-1.637966782,-1.07792223,-1.776840643,-1.38330479,-1.595300675,-1.790883587,-1.705373414,-1.653312531,-1.56817237,-0.743132339,-1.792504087,-1.524067432,-1.493529671,-1.59730941,-1.602866133,-3.632509312,-2.170542757,-1.857001341,-1.780562596,-1.535368893,-1.758066573,-2.784610428,-1.210757547,-1.176609503,-1.576351441,-2.166195604,-1.510598622,-1.626021081,-1.71794362,-1.653801463,-1.307613353,-1.314703668,-1.365833707,-1.267170494,-1.271604386,-2.014873993,-1.356483376,-2.353079914,-1.50857955,-1.817261765,-2.435803881,-1.94504527,-1.388345416,-2.502147683,-2.068768013,-1.941777132,-2.745691133,-2.173163338,-1.70913667,-1.197518929,-1.669524063,-1.918874491,-1.232142135,-1.651766004
4,-1.842823091,-1.125579403,-1.318093331,-1.35605366,-1.233207748,-0.880773641,-1.263435627,1.847588541,-1.187455951,-0.663398511,-1.548899374,-1.415394005,-2.647169706,0.731914683,-1.082734025,-0.850245825,1.341982096,0.10956302,0.179212845,-0.55633927,-1.998846309,-1.28132538,-1.275353235,-1.746150193,-1.964275439,-1.413215158,-1.42811484,-1.161786022,-0.534459428,-1.182976708,-1.534542427,-1.126297922,-1.278607591,-1.501689653,0.480403212,-1.637149486,-1.886749535,-1.768148835,-1.423443475,-1.332379887,-1.017932457,-1.60736278,-1.623197366,-1.412441526,-1.652055072,-1.129395725,-1.597237185,-1.067447807,-1.765116155,-1.363522905,-1.568919752,-1.671271329,-1.668022154,-1.586305629,-1.512340414,-0.634466844,-1.762459097,-1.46533815,-1.456265856,-1.564915968,-1.555739679,-3.551462247,-2.089464221,-1.761216335,-1.742092227,-1.473338556,-1.725819753,-2.613854569,-1.195375798,-1.189105803,-1.516956533,-2.136689174,-1.450870759,-1.558865542,-1.71794362,-1.628099394,-1.303029524,-1.314703668,-1.348855654,-1.253623373,-1.163649928,-1.98680489,-1.30735591,-2.254868394,-1.437824665,-1.739521322,-2.409662614,-1.89206813,-1.348997226,-2.383116781,-2.037633434,-1.889388975,-2.669430959,-2.014659308,-1.733606616,-1.144540265,-1.60370496,-1.913621968,-1.232142135,-1.620150879
5,-1.799338373,-1.14078578,-1.191551541,-1.278169027,-1.208929745,-0.859399855,-1.263435627,1.847588541,-1.179469451,-0.669872231,-1.543306958,-1.386530126,-2.71037389,0.881047596,-1.150977022,-0.877158336,1.168249223,0.033493439,0.269994805,-0.555269651,-2.079382222,-1.278502396,-1.295710951,-1.787641752,-1.964275439,-1.413215158,-1.465185117,-1.153314235,-0.534459428,-1.172898931,-1.534542427,-1.127403939,-1.284461913,-1.519649104,0.480403212,-1.634394227,-1.880664977,-1.781336853,-1.440711533,-1.320909293,-1.017932457,-1.620529096,-1.6370607,-1.412441526,-1.606843045,-1.124630688,-1.610813577,-1.0709392,-1.762184963,-1.333849958,-1.568919752,-1.711142081,-1.670895278,-1.580945125,-1.524094852,-0.525801673,-1.774477093,-1.455550002,-1.452878261,-1.558437229,-1.555739679,-3.551462247,-2.089464221,-1.789951684,-1.750641095,-1.442322427,-1.729850663,-2.613854569,-1.1646125,-1.184940465,-1.533926321,-2.13865627,-1.462816465,-1.495244373,-1.71794362,-1.640950286,-1.303029524,-1.37650522,-1.348855654,-1.253623373,-1.182262676,-1.98680489,-1.297530382,-2.238499764,-1.422928646,-1.661780986,-2.416197858,-1.920448825,-1.326863807,-2.41974148,-2.037633434,-1.889388975,-2.669430959,-2.014659308,-1.749919951,-1.123348889,-1.625644661,-1.916248211,-1.206795233,-1.6333238
6,-1.784842866,-1.135716864,-1.200753831,-1.27570944,-1.230174418,-0.859399855,-1.25875322,1.847588541,-1.179469451,-0.670311141,-1.535082596,-1.362476453,-2.72617483,0.731914683,-1.116855992,-0.735868851,1.202996295,0.256267158,0.360777184,-0.565965847,-2.083476942,-1.285842214,-1.292317986,-1.771045129,-1.967563854,-1.407809665,-1.465185117,-1.153314235,-0.534459428,-1.177937815,-1.534542427,-1.127403939,-1.293048173,-1.4837301,0.480403212,-1.634394227,-1.87001686,-1.794525,-1.433516524,-1.320909293,-1.017932457,-1.613945938,-1.616265632,-1.403290896,-1.606843045,-1.124630688,-1.610813577,-1.060465022,-1.773909544,-1.333849958,-1.588705499,-1.688358611,-1.665148984,-1.583625322,-1.521156242,-0.634466844,-1.756450098,-1.426185401,-1.442715408,-1.564915968,-1.545641099,-3.605493553,-2.130003648,-1.780373307,-1.742092227,-1.411307259,-1.733881481,-2.571165936,-1.1646125,-1.164113318,-1.533926321,-2.135705627,-1.462816465,-1.519985904,-1.581119541,-1.647375846,-1.280109887,-1.37650522,-1.348855654,-1.253623373,-1.174817546,-1.98680489,-1.30735591,-2.238499764,-1.404309506,-1.6173578,-2.416197858,-1.914772772,-1.32194521,-2.401429131,-2.015394585,-1.871926256,-2.694851017,-2.054285159,-1.717293319,-1.148072124,-1.647584278,-1.916248211,-1.209330041,-1.6333238
7,-1.770348035,-1.135716864,-1.198453392,-1.274889616,-1.202859986,-0.859399855,-1.25875322,1.721551866,-1.196107983,-0.666470787,-1.531463923,-1.340026882,-2.718274324,1.179313421,-1.082734025,-0.68877201,1.307235024,0.441008372,0.521390231,-0.564896227,-2.064367101,-1.285842214,-1.288925094,-1.75444837,-1.964275439,-1.410512326,-1.454729694,-1.158962093,-0.534459428,-1.178945624,-1.534542427,-1.127403939,-1.291877313,-1.420871258,0.480403212,-1.634394227,-1.876101644,-1.781336853,-1.419126414,-1.320909293,-1.017932457,-1.620529096,-1.643992569,-1.412441526,-1.652055072,-1.124630688,-1.610813577,-1.063956415,-1.788565225,-1.333849958,-1.568919752,-1.718736619,-1.668022154,-1.591666023,-1.521156242,-0.634466844,-1.756450098,-1.435973549,-1.435940217,-1.558437229,-1.552373509,-3.551462247,-2.130003648,-1.751637812,-1.742092227,-1.349276442,-1.721788935,-2.571165936,-1.154357768,-1.164113318,-1.533926321,-2.126853659,-1.42697968,-1.541192597,-1.581119541,-1.647375846,-1.293861579,-1.37650522,-1.343196391,-1.260396934,-1.185985164,-1.996161269,-1.317181266,-2.205763155,-1.385689723,-1.683992313,-2.422733248,-1.901528433,-1.29489349,-2.401429131,-2.019842413,-1.819538098,-2.669430959,-1.935407449,-1.721371643,-1.144540265,-1.625644661,-1.91099584,-1.209330041,-1.6333238
8,-1.770348035,-1.237090731,-1.419327262,-1.321620633,-1.130023393,-0.891460593,-1.296212184,1.146830341,-1.10958762,-0.662301265,-1.407112446,-1.365683776,-2.252144585,0.433649151,0.55508759,-0.9444393,1.480967276,1.679850508,1.317474907,-0.624794925,-0.483821075,-1.192682467,-1.210887123,-1.795940064,-1.734085517,-1.424026031,-1.502255697,-1.170257862,-0.526001942,-1.138634496,-1.018049173,-1.19929066,-1.360957709,-1.420871258,0.480403212,-1.292712894,-1.771144069,-1.636269297,-1.342859082,-1.343850598,-0.93155524,-1.541530626,-1.144906217,-1.302631587,-1.10951075,-1.096041002,-1.570083979,-1.008093339,-1.501312874,-1.289340777,-1.443610805,-1.481410168,-1.633543971,-1.6372308,-1.459447716,1.104176205,-1.516089584,-1.592584783,-1.259784062,-1.513086478,-1.491782235,0.554925378,0.059113312,-1.282291523,-1.626680958,0.232510592,-1.496061779,0.630502596,-1.118466954,-1.076638878,-1.393924555,-1.944896797,-1.200014266,-1.558865542,0.744891042,-1.51886641,-1.215935257,-0.202273833,-0.997977174,-1.111378665,-1.130146767,-1.575123775,-1.051893567,-0.667113225,-1.471339985,-1.095385495,-1.527395873,-1.852335758,-1.213737638,-1.650620426,-1.583961002,-0.405057077,-0.152840605,0.600655632,-1.346164697,-1.084497773,-0.484780044,-1.430398053,-1.181448274,-1.564824496
