,1301,1332,1376,1377,1379,1380,1381,1382,1400,1407
0,0.01756843,0.056651196,-0.001447869,0.055346875,-0.040019489,0.034439769,0.026701323,-0.143139191,-0.037699924,-0.011319144
1,0.229462503,0.09413134,-0.374592415,-0.234395234,-0.148317295,0.016331658,0.032203707,-0.502369668,0.060606061,0.373698391
2,0.035520466,0.034158476,0.026608354,0.083134925,0.024110623,0.028428393,0.090760463,0.131359852,-0.152593085,0.041974797
3,0.013304028,0.007993549,0.005097861,0.013414408,-0.005327493,0,0.016141714,0.037002775,0.002410468,0.036926384
4,0.108514425,0.091017819,0.057498675,0.097946919,0.046415205,0.078248031,0.103505221,0.197496523,-0.196911197,0.154592003
5,0.041795276,0.02131742,0.009865234,0.015972714,-0.010621258,0,0.018784649,0.055632823,0.002938707,0.135998838
6,0.026520753,0.039144738,0.030432848,0.227231037,0.051612812,0.033745104,0.122577675,0.057219662,-0.178076771,0.085798508
7,0.040577801,0.041214621,0.022981409,0.180987821,-0.037918928,0.001236094,0.090331943,0.042857143,0.023214286,0.26626027
8,0.327334049,0.375294376,0.462764653,0.848775293,0.519455271,0.363311282,0.87686846,0.665124884,0.774933511,0.271519849
9,0.318314144,0.374977339,0.516750114,0.839832736,0.501587727,0.355950653,0.859303455,0.665124884,0.820247934,0.271519849
10,0,0,0,0,0,0,0,0,1,0
11,0,0,1,0,0,1,1,1,0,1
12,1,1,0,1,1,0,0,0,0,0
13,1,1,1,1,1,1,1,1,0,0
14,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,1,1
16,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,1,1,1,1,1
31,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0
33,0,1,0,0,0,0,0,0,0,0
34,0,0,0,1,1,0,0,0,0,0
35,1,0,1,0,0,0,0,0,0,0
