timestamp,TOYOTA,SHO_MTI,ENEOS,SBI_HD,JT,TAKEDA,TO_DEN,AGC
319,700.0,873.3333129882812,562.0,1633.3333740234375,779.0,5620.0,2340.0,4555.0
320,704.0,880.0,559.0,1655.5555419921875,770.0,5680.0,2310.0,4375.0
321,694.0,876.6666870117188,590.0,1622.22216796875,773.0,5590.0,2330.0,4500.0
322,680.0,863.3333129882812,592.0,1588.888916015625,784.0,5660.0,2400.0,4560.0
323,692.0,880.0,600.0,1611.111083984375,776.0,5800.0,2555.0,4585.0
324,696.0,896.6666870117188,602.0,1588.888916015625,770.0,5780.0,2550.0,4630.0
325,702.0,873.3333129882812,607.0,1588.888916015625,762.0,5790.0,2550.0,4545.0
326,708.0,860.0,613.0,1555.5555419921875,764.0,5670.0,2590.0,4460.0
327,716.0,866.6666870117188,607.0,1522.22216796875,768.0,5840.0,2565.0,4375.0
328,712.0,880.0,611.0,1522.22216796875,775.0,5740.0,2560.0,4480.0
329,720.0,926.6666870117188,619.0,1555.5555419921875,793.0,5800.0,2570.0,4530.0
330,716.0,946.6666870117188,614.0,1544.4444580078125,794.0,5740.0,2550.0,4525.0
331,710.0,940.0,618.0,1566.6666259765625,811.0,5560.0,2590.0,4555.0
332,700.0,943.3333129882812,631.0,1555.5555419921875,815.0,5530.0,2565.0,4485.0
333,692.0,970.0,644.0,1555.5555419921875,812.0,5530.0,2630.0,4475.0
334,680.0,966.6666870117188,659.0,1655.5555419921875,855.0,5480.0,2645.0,4615.0
335,706.0,940.0,652.0,1622.22216796875,829.0,5600.0,2625.0,4730.0
336,698.0,963.3333129882812,646.0,1644.4444580078125,835.0,5670.0,2605.0,4595.0
337,698.0,973.3333129882812,672.0,1588.888916015625,828.0,5620.0,2620.0,4500.0
338,698.0,923.3333129882812,670.0,1577.77783203125,826.0,5560.0,2635.0,4420.0
339,698.0,920.0,638.0,1555.5555419921875,822.0,5440.0,2600.0,4350.0
340,678.0,953.3333129882812,669.0,1566.6666259765625,840.0,5590.0,2600.0,4130.0
341,674.0,936.6666870117188,676.0,1544.4444580078125,831.0,5460.0,2595.0,4335.0
342,668.0,923.3333129882812,673.0,1544.4444580078125,860.0,5420.0,2590.0,4230.0
343,668.0,920.0,665.0,1555.5555419921875,856.0,5350.0,2505.0,4355.0
344,660.0,926.6666870117188,658.0,1533.3333740234375,859.0,5360.0,2485.0,4305.0
345,658.0,963.3333129882812,652.0,1522.22216796875,873.0,5380.0,2510.0,4170.0
346,648.0,943.3333129882812,640.0,1500.0,857.0,5340.0,2500.0,4185.0
347,650.0,940.0,646.0,1466.6666259765625,854.0,5350.0,2525.0,4260.0
348,668.0,933.3333129882812,642.0,1411.111083984375,837.0,5320.0,2570.0,4215.0
349,648.0,900.0,620.0,1333.3333740234375,832.0,5160.0,2515.0,4200.0
350,634.0,890.0,603.0,1355.5555419921875,835.0,5050.0,2490.0,4125.0
351,616.0,866.6666870117188,599.0,1277.77783203125,822.0,5050.0,2430.0,3990.0
352,636.0,873.3333129882812,602.0,1144.4444580078125,813.0,5110.0,2420.0,4000.0
353,630.0,873.3333129882812,600.0,1072.22216796875,810.0,5170.0,2400.0,3775.0
354,622.0,876.6666870117188,603.0,1110.0,825.0,5260.0,2410.0,3890.0
355,610.0,843.3333129882812,597.0,1092.22216796875,829.0,5070.0,2415.0,3825.0
356,616.0,863.3333129882812,607.0,1098.888916015625,816.0,5110.0,2440.0,3885.0
357,622.0,846.6666870117188,613.0,1100.0,810.0,5070.0,2445.0,3905.0
358,599.0,836.6666870117188,605.0,1070.0,798.0,5000.0,2445.0,3670.0
359,600.0,833.3333129882812,607.0,1053.3333740234375,790.0,5080.0,2445.0,3740.0
360,636.0,840.0,620.0,1055.5555419921875,804.0,5260.0,2465.0,3835.0
361,628.0,853.3333129882812,623.0,1036.6666259765625,808.0,5190.0,2485.0,3850.0
362,634.0,870.0,621.0,1016.6666870117188,810.0,5190.0,2515.0,3860.0
363,634.0,886.6666870117188,612.0,1032.22216796875,821.0,5200.0,2530.0,3945.0
364,614.0,883.3333129882812,607.0,1016.6666870117188,822.0,5180.0,2540.0,3950.0
365,616.0,903.3333129882812,604.0,1034.4444580078125,833.0,5280.0,2525.0,3985.0
366,604.0,913.3333129882812,599.0,1034.4444580078125,834.0,5280.0,2505.0,3970.0
367,612.0,916.6666870117188,596.0,1038.888916015625,849.0,5400.0,2535.0,4060.0
368,602.0,896.6666870117188,610.0,1040.0,850.0,5270.0,2515.0,3965.0
369,600.0,880.0,603.0,1004.4444580078125,833.0,5130.0,2500.0,3960.0
370,599.0,893.3333129882812,601.0,1005.5555419921875,833.0,5110.0,2455.0,3955.0
371,598.0,870.0,584.0,972.2222290039062,831.0,5040.0,2455.0,3905.0
372,594.0,880.0,558.0,916.6666870117188,815.0,5000.0,2455.0,3815.0
373,585.0,870.0,563.0,822.2222290039062,818.0,5000.0,2470.0,3780.0
374,596.0,880.0,566.0,827.7777709960938,811.0,4900.0,2525.0,3805.0
375,591.0,863.3333129882812,557.0,905.5555419921875,803.0,4810.0,2505.0,3735.0
376,598.0,880.0,565.0,884.4444580078125,809.0,4810.0,2520.0,3780.0
377,594.0,863.3333129882812,561.0,911.111083984375,800.0,4720.0,2500.0,3720.0
378,576.0,823.3333129882812,571.0,942.2222290039062,785.0,4670.0,2500.0,3665.0
379,553.0,836.6666870117188,558.0,933.3333129882812,787.0,4620.0,2495.0,3575.0
380,552.0,813.3333129882812,534.0,900.0,787.0,4670.0,2490.0,3475.0
381,556.0,806.6666870117188,523.0,898.888916015625,800.0,4880.0,2470.0,3465.0
382,586.0,816.6666870117188,542.0,961.111083984375,786.0,4970.0,2420.0,3615.0
383,573.0,816.6666870117188,535.0,1011.111083984375,781.0,4980.0,2435.0,3650.0
384,577.0,810.0,552.0,1030.0,795.0,5100.0,2490.0,3575.0
385,582.0,813.3333129882812,556.0,1043.3333740234375,800.0,5130.0,2515.0,3505.0
386,574.0,833.3333129882812,570.0,1066.6666259765625,798.0,5230.0,2555.0,3510.0
387,563.0,783.3333129882812,570.0,1011.111083984375,791.0,5060.0,2565.0,3320.0
388,588.0,810.0,567.0,1044.4444580078125,810.0,5140.0,2540.0,3475.0
389,599.0,816.6666870117188,581.0,1022.2222290039062,809.0,5150.0,2550.0,3530.0
390,628.0,823.3333129882812,576.0,1040.0,800.0,5230.0,2555.0,3580.0
391,612.0,823.3333129882812,568.0,1027.77783203125,785.0,5260.0,2565.0,3440.0
392,597.0,796.6666870117188,572.0,1027.77783203125,783.0,5280.0,2580.0,3380.0
393,590.0,773.3333129882812,560.0,1014.4444580078125,792.0,5210.0,2610.0,3435.0
394,590.0,800.0,558.0,1016.6666870117188,797.0,5270.0,2635.0,3470.0
395,581.0,793.3333129882812,565.0,1016.6666870117188,789.0,5170.0,2600.0,3465.0
396,565.0,780.0,550.0,1002.2222290039062,785.0,5070.0,2625.0,3385.0
397,574.0,773.3333129882812,532.0,988.888916015625,777.0,5000.0,2580.0,3415.0
398,584.0,786.6666870117188,528.0,978.888916015625,771.0,5090.0,2540.0,3445.0
399,591.0,786.6666870117188,529.0,924.4444580078125,759.0,5080.0,2550.0,3500.0
400,618.0,826.6666870117188,541.0,954.4444580078125,780.0,5190.0,2535.0,3735.0
401,606.0,813.3333129882812,548.0,954.4444580078125,778.0,5070.0,2520.0,3675.0
402,599.0,806.6666870117188,541.0,944.4444580078125,791.0,5090.0,2515.0,3695.0
403,582.0,776.6666870117188,522.0,906.6666870117188,800.0,5040.0,2500.0,3610.0
404,587.0,783.3333129882812,524.0,882.2222290039062,805.0,5010.0,2445.0,3580.0
405,574.0,770.0,518.0,838.888916015625,804.0,4990.0,2395.0,3550.0
406,562.0,743.3333129882812,499.0,803.3333129882812,790.0,4850.0,2360.0,3370.0
407,554.0,740.0,489.0,768.888916015625,795.0,4960.0,2395.0,3260.0
408,566.0,746.6666870117188,498.0,774.4444580078125,792.0,5010.0,2380.0,3300.0
409,575.0,733.3333129882812,496.0,766.6666870117188,810.0,4930.0,2390.0,3255.0
410,585.0,746.6666870117188,493.0,766.6666870117188,810.0,4950.0,2385.0,3335.0
411,587.0,733.3333129882812,493.0,744.4444580078125,820.0,4930.0,2395.0,3325.0
412,600.0,743.3333129882812,503.0,731.111083984375,813.0,4940.0,2385.0,3430.0
413,604.0,730.0,505.0,738.888916015625,816.0,4970.0,2360.0,3475.0
414,593.0,726.6666870117188,503.0,734.4444580078125,818.0,4950.0,2350.0,3450.0
415,622.0,750.0,505.0,733.3333129882812,830.0,5080.0,2360.0,3555.0
416,626.0,766.6666870117188,514.0,714.4444580078125,828.0,4990.0,2385.0,3580.0
417,660.0,770.0,517.0,705.5555419921875,803.0,4920.0,2345.0,3610.0
418,634.0,756.6666870117188,522.0,688.888916015625,803.0,4940.0,2330.0,3515.0
419,636.0,760.0,525.0,644.4444580078125,809.0,4980.0,2330.0,3570.0
420,620.0,740.0,511.0,597.7777709960938,795.0,4850.0,2250.0,3595.0
421,634.0,750.0,521.0,605.5555419921875,790.0,4920.0,2260.0,3665.0
422,648.0,783.3333129882812,537.0,628.888916015625,789.0,4930.0,2220.0,3760.0
423,626.0,770.0,524.0,622.2222290039062,768.0,4910.0,2200.0,3740.0
424,612.0,723.3333129882812,505.0,584.4444580078125,757.0,4940.0,2210.0,3635.0
425,600.0,716.6666870117188,505.0,540.0,772.0,4870.0,2225.0,3540.0
426,608.0,703.3333129882812,509.0,494.4444580078125,782.0,4880.0,2285.0,3480.0
427,616.0,693.3333129882812,508.0,521.6666870117188,795.0,4970.0,2290.0,3480.0
428,600.0,680.0,485.0,482.77777099609375,765.0,4880.0,2235.0,3355.0
429,602.0,660.0,488.0,457.77777099609375,775.0,4900.0,2250.0,3315.0
430,581.0,666.6666870117188,479.0,413.3333435058594,787.0,4820.0,2230.0,3225.0
431,569.0,660.0,475.0,377.77777099609375,790.0,4840.0,2240.0,3210.0
432,584.0,666.6666870117188,479.0,422.22222900390625,794.0,4940.0,2245.0,3290.0
433,608.0,680.0,485.0,466.6666564941406,791.0,5120.0,2270.0,3395.0
434,622.0,676.6666870117188,476.0,455.5555419921875,789.0,5150.0,2265.0,3445.0
435,626.0,690.0,490.0,499.4444580078125,788.0,5170.0,2300.0,3460.0
436,626.0,736.6666870117188,496.0,526.111083984375,771.0,5200.0,2280.0,3545.0
437,622.0,726.6666870117188,488.0,523.888916015625,761.0,5130.0,2295.0,3620.0
438,604.0,723.3333129882812,467.0,479.4444580078125,776.0,5070.0,2290.0,3540.0
439,616.0,696.6666870117188,472.0,469.4444580078125,783.0,5120.0,2310.0,3500.0
440,620.0,680.0,463.0,451.1111145019531,781.0,5140.0,2320.0,3520.0
441,632.0,690.0,481.0,464.4444580078125,772.0,5180.0,2295.0,3550.0
442,626.0,693.3333129882812,475.0,487.22222900390625,775.0,5150.0,2265.0,3560.0
443,600.0,683.3333129882812,478.0,463.8888854980469,791.0,5080.0,2235.0,3610.0
444,591.0,703.3333129882812,487.0,469.4444580078125,795.0,5140.0,2270.0,3695.0
445,596.0,706.6666870117188,473.0,463.3333435058594,787.0,5090.0,2265.0,3665.0
446,622.0,706.6666870117188,483.0,465.0,774.0,5100.0,2265.0,3760.0
447,628.0,730.0,486.0,495.5555419921875,753.0,5100.0,2250.0,4025.0
448,632.0,726.6666870117188,477.0,510.5555419921875,750.0,5150.0,2250.0,3975.0
449,634.0,740.0,468.0,485.5555419921875,761.0,5160.0,2210.0,3975.0
450,628.0,716.6666870117188,459.0,488.3333435058594,768.0,5150.0,2210.0,3825.0
451,614.0,703.3333129882812,440.0,445.0,740.0,5170.0,2180.0,3850.0
452,620.0,696.6666870117188,454.0,445.5555419921875,771.0,5160.0,2205.0,3955.0
453,620.0,710.0,447.0,437.22222900390625,758.0,5140.0,2180.0,3945.0
454,614.0,706.6666870117188,445.0,393.8888854980469,757.0,5130.0,2170.0,3865.0
455,636.0,700.0,450.0,404.4444580078125,766.0,5190.0,2145.0,4020.0
456,624.0,696.6666870117188,445.0,377.22222900390625,769.0,5150.0,2125.0,4020.0
457,630.0,660.0,443.0,421.6666564941406,786.0,5190.0,2040.0,3900.0
458,638.0,653.3333129882812,442.0,466.1111145019531,784.0,5190.0,2020.0,3775.0
459,626.0,646.6666870117188,436.0,437.22222900390625,779.0,5150.0,2030.0,3840.0
460,628.0,690.0,441.0,472.22222900390625,766.0,5160.0,2025.0,3950.0
461,634.0,723.3333129882812,471.0,516.6666870117188,764.0,5200.0,2070.0,3910.0
462,636.0,730.0,459.0,538.888916015625,772.0,5150.0,2040.0,3910.0
463,638.0,730.0,478.0,583.3333129882812,760.0,5160.0,2055.0,3990.0
464,644.0,743.3333129882812,488.0,623.3333129882812,767.0,5160.0,2075.0,4005.0
465,644.0,756.6666870117188,490.0,640.0,760.0,5150.0,2080.0,3960.0
466,654.0,783.3333129882812,495.0,751.111083984375,757.0,5080.0,2025.0,3890.0
467,654.0,786.6666870117188,495.0,733.3333129882812,761.0,5090.0,2015.0,3780.0
468,644.0,793.3333129882812,485.0,716.6666870117188,764.0,5050.0,2010.0,3780.0
469,636.0,793.3333129882812,472.0,661.111083984375,775.0,4990.0,2015.0,3825.0
470,628.0,786.6666870117188,472.0,665.5555419921875,760.0,5040.0,2030.0,3740.0
471,630.0,786.6666870117188,473.0,650.0,778.0,5040.0,2080.0,3715.0
472,628.0,773.3333129882812,496.0,652.2222290039062,768.0,4960.0,2070.0,3725.0
473,634.0,790.0,518.0,648.888916015625,773.0,4930.0,2070.0,3760.0
474,626.0,766.6666870117188,522.0,651.111083984375,772.0,4920.0,2065.0,3730.0
475,626.0,746.6666870117188,519.0,611.111083984375,783.0,4950.0,2080.0,3610.0
476,632.0,740.0,509.0,612.2222290039062,797.0,4940.0,2100.0,3620.0
477,614.0,746.6666870117188,495.0,594.4444580078125,788.0,4830.0,2060.0,3540.0
478,618.0,796.6666870117188,502.0,633.3333129882812,791.0,4850.0,2100.0,3560.0
479,614.0,836.6666870117188,530.0,611.111083984375,803.0,4830.0,2105.0,3590.0
480,628.0,833.3333129882812,532.0,624.4444580078125,793.0,4800.0,2145.0,3685.0
481,620.0,816.6666870117188,514.0,616.6666870117188,789.0,4800.0,2170.0,3615.0
482,630.0,826.6666870117188,521.0,672.2222290039062,794.0,4880.0,2195.0,3725.0
483,634.0,836.6666870117188,539.0,663.3333129882812,796.0,4860.0,2245.0,3720.0
484,638.0,820.0,538.0,677.7777709960938,794.0,4960.0,2255.0,3635.0
485,650.0,840.0,553.0,678.888916015625,811.0,4990.0,2280.0,3795.0
486,648.0,843.3333129882812,535.0,657.7777709960938,801.0,4940.0,2220.0,3820.0
487,634.0,850.0,522.0,633.3333129882812,810.0,4770.0,2215.0,3670.0
488,630.0,846.6666870117188,526.0,577.7777709960938,810.0,4720.0,2280.0,3625.0
489,628.0,833.3333129882812,517.0,522.2222290039062,805.0,4760.0,2245.0,3625.0
490,620.0,833.3333129882812,515.0,513.888916015625,807.0,4730.0,2270.0,3715.0
491,624.0,856.6666870117188,508.0,546.6666870117188,808.0,4750.0,2280.0,3690.0
492,618.0,860.0,496.0,530.5555419921875,794.0,4670.0,2230.0,3635.0
493,612.0,863.3333129882812,496.0,539.4444580078125,765.0,4660.0,2230.0,3635.0
494,602.0,856.6666870117188,485.0,550.0,770.0,4640.0,2200.0,3620.0
495,610.0,890.0,500.0,577.7777709960938,765.0,4700.0,2215.0,3620.0
496,600.0,866.6666870117188,496.0,572.2222290039062,764.0,4630.0,2205.0,3625.0
497,608.0,890.0,498.0,556.6666870117188,769.0,4680.0,2230.0,3720.0
498,597.0,903.3333129882812,483.0,596.6666870117188,765.0,4560.0,2235.0,3640.0
499,595.0,900.0,486.0,632.2222290039062,765.0,4540.0,2230.0,3650.0
500,589.0,886.6666870117188,481.0,584.4444580078125,765.0,4550.0,2210.0,3615.0
501,579.0,836.6666870117188,469.0,557.7777709960938,760.0,4520.0,2195.0,3590.0
502,573.0,840.0,466.0,570.0,765.0,4610.0,2240.0,3550.0
503,571.0,810.0,472.0,574.4444580078125,757.0,4560.0,2240.0,3500.0
504,591.0,843.3333129882812,467.0,611.111083984375,748.0,4570.0,2265.0,3600.0
505,595.0,883.3333129882812,475.0,620.0,730.0,4630.0,2250.0,3680.0
506,593.0,896.6666870117188,484.0,611.111083984375,716.0,4580.0,2240.0,3640.0
507,593.0,940.0,473.0,600.0,720.0,4590.0,2270.0,3625.0
508,595.0,916.6666870117188,468.0,610.0,726.0,4560.0,2295.0,3550.0
509,593.0,916.6666870117188,462.0,605.5555419921875,734.0,4620.0,2295.0,3550.0
510,598.0,913.3333129882812,469.0,622.2222290039062,729.0,4670.0,2330.0,3605.0
511,593.0,903.3333129882812,462.0,618.888916015625,724.0,4670.0,2325.0,3525.0
512,595.0,943.3333129882812,461.0,615.5555419921875,733.0,4660.0,2335.0,3565.0
513,596.0,936.6666870117188,463.0,617.7777709960938,725.0,4570.0,2350.0,3595.0
514,582.0,940.0,466.0,621.111083984375,720.0,4550.0,2375.0,3635.0
515,587.0,963.3333129882812,448.0,604.4444580078125,725.0,4520.0,2360.0,3650.0
516,590.0,956.6666870117188,443.0,600.0,725.0,4580.0,2340.0,3625.0
517,577.0,926.6666870117188,446.0,580.0,723.0,4500.0,2320.0,3680.0
518,575.0,936.6666870117188,461.0,563.3333129882812,714.0,4500.0,2305.0,3700.0
519,561.0,926.6666870117188,463.0,558.888916015625,701.0,4390.0,2275.0,3690.0
520,565.0,913.3333129882812,467.0,557.7777709960938,706.0,4360.0,2310.0,3725.0
521,561.0,926.6666870117188,472.0,546.6666870117188,700.0,4450.0,2330.0,3685.0
522,555.0,966.6666870117188,503.0,545.5555419921875,705.0,4360.0,2275.0,3735.0
523,570.0,976.6666870117188,487.0,560.0,711.0,4450.0,2255.0,3765.0
524,573.0,960.0,482.0,557.7777709960938,726.0,4500.0,2270.0,3745.0
525,567.0,956.6666870117188,488.0,555.5555419921875,721.0,4480.0,2260.0,3710.0
526,561.0,943.3333129882812,475.0,553.888916015625,708.0,4370.0,2265.0,3790.0
527,557.0,890.0,475.0,528.3333129882812,718.0,4340.0,2255.0,3665.0
528,555.0,866.6666870117188,481.0,483.8888854980469,702.0,4400.0,2245.0,3600.0
529,539.0,853.3333129882812,469.0,446.1111145019531,706.0,4280.0,2285.0,3530.0
530,549.0,873.3333129882812,471.0,473.3333435058594,721.0,4320.0,2310.0,3430.0
531,541.0,880.0,471.0,477.77777099609375,713.0,4230.0,2295.0,3385.0
532,548.0,890.0,463.0,478.3333435058594,703.0,4350.0,2290.0,3385.0
533,547.0,896.6666870117188,494.0,451.1111145019531,698.0,4370.0,2290.0,3290.0
534,552.0,953.3333129882812,486.0,461.1111145019531,705.0,4310.0,2305.0,3320.0
535,554.0,946.6666870117188,487.0,453.3333435058594,715.0,4350.0,2325.0,3305.0
536,568.0,950.0,489.0,477.77777099609375,723.0,4500.0,2335.0,3370.0
537,586.0,983.3333129882812,504.0,521.6666870117188,728.0,4660.0,2380.0,3455.0
538,565.0,940.0,496.0,486.6666564941406,719.0,4540.0,2350.0,3275.0
539,581.0,973.3333129882812,505.0,478.3333435058594,715.0,4610.0,2370.0,3410.0
540,571.0,996.6666870117188,510.0,481.6666564941406,714.0,4630.0,2355.0,3435.0
541,561.0,996.6666870117188,513.0,480.0,713.0,4600.0,2320.0,3340.0
542,527.0,946.6666870117188,499.0,464.4444580078125,707.0,4430.0,2265.0,3180.0
543,534.0,976.6666870117188,502.0,463.3333435058594,708.0,4410.0,2295.0,3210.0
544,533.0,990.0,493.0,472.22222900390625,683.0,4460.0,2330.0,3290.0
545,529.0,990.0,490.0,466.1111145019531,668.0,4360.0,2300.0,3255.0
546,527.0,1026.6666259765625,500.0,463.3333435058594,663.0,4350.0,2295.0,3260.0
547,542.0,1016.6666870117188,507.0,466.6666564941406,668.0,4410.0,2325.0,3225.0
548,530.0,990.0,496.0,461.6666564941406,682.0,4330.0,2300.0,3165.0
549,528.0,970.0,508.0,462.77777099609375,689.0,4260.0,2335.0,3195.0
550,520.0,966.6666870117188,512.0,461.1111145019531,665.0,4140.0,2365.0,3085.0
551,500.0,983.3333129882812,495.0,463.8888854980469,652.0,3920.0,2380.0,3020.0
552,496.0,993.3333129882812,482.0,462.22222900390625,665.0,4100.0,2385.0,2865.0
553,514.0,1010.0,494.0,465.5555419921875,657.0,4010.0,2395.0,2935.0
554,508.0,1010.0,487.0,471.1111145019531,660.0,3840.0,2365.0,2990.0
555,516.0,983.3333129882812,472.0,465.5555419921875,659.0,3990.0,2365.0,3005.0
556,522.0,1006.6666870117188,469.0,472.77777099609375,658.0,3980.0,2340.0,2975.0
557,527.0,1016.6666870117188,479.0,483.3333435058594,666.0,4080.0,2350.0,2990.0
558,523.0,1003.3333129882812,464.0,473.8888854980469,657.0,4030.0,2365.0,2965.0
559,527.0,990.0,477.0,469.4444580078125,667.0,4100.0,2345.0,3030.0
560,531.0,970.0,482.0,464.4444580078125,665.0,4260.0,2390.0,3095.0
561,514.0,973.3333129882812,474.0,461.1111145019531,674.0,4380.0,2425.0,3090.0
562,510.0,996.6666870117188,451.0,455.5555419921875,681.0,4300.0,2380.0,3105.0
563,540.0,1040.0,475.0,454.4444580078125,695.0,4370.0,2420.0,3175.0
564,534.0,1030.0,479.0,475.0,687.0,4340.0,2415.0,3155.0
565,536.0,1043.3333740234375,479.0,472.22222900390625,689.0,4320.0,2430.0,3180.0
566,549.0,1053.3333740234375,480.0,516.6666870117188,702.0,4470.0,2445.0,3230.0
567,556.0,1056.6666259765625,469.0,524.4444580078125,733.0,4550.0,2410.0,3150.0
568,551.0,1076.6666259765625,476.0,505.5555419921875,718.0,4430.0,2435.0,3115.0
569,551.0,1066.6666259765625,494.0,509.4444580078125,725.0,4540.0,2445.0,3100.0
570,552.0,1056.6666259765625,489.0,492.22222900390625,720.0,4500.0,2445.0,3145.0
571,545.0,1043.3333740234375,478.0,512.7777709960938,713.0,4500.0,2450.0,3195.0
572,542.0,1043.3333740234375,472.0,533.3333129882812,721.0,4500.0,2475.0,3225.0
573,535.0,1036.6666259765625,478.0,544.4444580078125,719.0,4430.0,2460.0,3145.0
574,534.0,1023.3333129882812,471.0,555.5555419921875,719.0,4550.0,2465.0,3220.0
575,536.0,1023.3333129882812,473.0,551.6666870117188,722.0,4600.0,2440.0,3190.0
576,539.0,1053.3333740234375,472.0,552.7777709960938,718.0,4510.0,2450.0,3170.0
577,533.0,1046.6666259765625,472.0,566.6666870117188,699.0,4420.0,2465.0,3145.0
578,533.0,1066.6666259765625,479.0,595.5555419921875,704.0,4500.0,2470.0,3130.0
579,535.0,1060.0,472.0,600.0,717.0,4580.0,2505.0,3190.0
580,535.0,1060.0,469.0,597.7777709960938,725.0,4520.0,2485.0,3185.0
581,527.0,1033.3333740234375,458.0,574.4444580078125,727.0,4500.0,2460.0,3100.0
582,528.0,1046.6666259765625,463.0,577.7777709960938,728.0,4540.0,2445.0,3130.0
583,542.0,1053.3333740234375,462.0,633.3333129882812,721.0,4590.0,2440.0,3245.0
584,572.0,1063.3333740234375,456.0,688.888916015625,718.0,4690.0,2415.0,3255.0
585,574.0,1053.3333740234375,459.0,744.4444580078125,697.0,4540.0,2345.0,3190.0
586,576.0,1046.6666259765625,462.0,800.0,680.0,4570.0,2380.0,3300.0
587,586.0,1043.3333740234375,466.0,844.4444580078125,686.0,4570.0,2380.0,3385.0
588,594.0,1040.0,469.0,844.4444580078125,689.0,4570.0,2360.0,3550.0
589,604.0,1060.0,480.0,831.111083984375,697.0,4640.0,2355.0,3635.0
590,616.0,1060.0,472.0,824.4444580078125,693.0,4610.0,2385.0,3580.0
591,610.0,1076.6666259765625,470.0,935.5555419921875,698.0,4510.0,2390.0,3575.0
592,616.0,1083.3333740234375,478.0,1046.6666259765625,690.0,4500.0,2360.0,3675.0
593,618.0,1073.3333740234375,482.0,1088.888916015625,684.0,4610.0,2350.0,3550.0
594,616.0,1086.6666259765625,483.0,1300.0,680.0,4540.0,2360.0,3570.0
595,608.0,1086.6666259765625,482.0,1377.77783203125,687.0,4530.0,2410.0,3650.0
596,618.0,1096.6666259765625,471.0,1311.111083984375,690.0,4530.0,2395.0,3705.0
597,626.0,1090.0,464.0,1277.77783203125,686.0,4620.0,2365.0,3655.0
598,634.0,1096.6666259765625,471.0,1244.4444580078125,689.0,4660.0,2375.0,3645.0
599,632.0,1140.0,475.0,1244.4444580078125,692.0,4770.0,2365.0,3675.0
600,634.0,1180.0,493.0,1377.77783203125,700.0,4720.0,2395.0,3715.0
601,608.0,1163.3333740234375,484.0,1422.22216796875,673.0,4580.0,2365.0,3635.0
602,608.0,1163.3333740234375,489.0,1400.0,674.0,4510.0,2355.0,3605.0
603,614.0,1186.6666259765625,496.0,1411.111083984375,659.0,4520.0,2365.0,3590.0
604,626.0,1216.6666259765625,532.0,1544.4444580078125,665.0,4520.0,2340.0,3670.0
605,622.0,1216.6666259765625,521.0,1711.111083984375,649.0,4430.0,2295.0,3725.0
606,624.0,1186.6666259765625,521.0,1877.77783203125,654.0,4430.0,2320.0,3800.0
607,630.0,1146.6666259765625,531.0,1788.888916015625,671.0,4520.0,2300.0,3885.0
608,658.0,1130.0,520.0,1822.22216796875,677.0,4490.0,2310.0,3760.0
609,650.0,1166.6666259765625,517.0,1888.888916015625,667.0,4470.0,2300.0,3825.0
610,662.0,1140.0,506.0,2222.22216796875,674.0,4480.0,2255.0,3990.0
611,680.0,1120.0,500.0,2644.4443359375,675.0,4440.0,2255.0,4145.0
612,700.0,1133.3333740234375,499.0,2588.888916015625,680.0,4510.0,2255.0,4195.0
613,688.0,1133.3333740234375,503.0,2366.666748046875,685.0,4610.0,2260.0,4115.0
614,654.0,1096.6666259765625,492.0,2044.4444580078125,716.0,4460.0,2270.0,4015.0
615,646.0,1120.0,500.0,2255.5556640625,715.0,4550.0,2255.0,4000.0
616,640.0,1100.0,495.0,2222.22216796875,686.0,4540.0,2245.0,3975.0
617,634.0,1093.3333740234375,490.0,2277.77783203125,693.0,4460.0,2255.0,3980.0
618,620.0,1080.0,473.0,2088.888916015625,694.0,4430.0,2255.0,3905.0
619,622.0,1123.3333740234375,482.0,2088.888916015625,705.0,4380.0,2315.0,3960.0
620,618.0,1126.6666259765625,483.0,2211.111083984375,719.0,4250.0,2315.0,3875.0
621,620.0,1176.6666259765625,487.0,2200.0,703.0,4210.0,2295.0,4075.0
622,620.0,1163.3333740234375,484.0,2200.0,697.0,4240.0,2265.0,4030.0
623,622.0,1153.3333740234375,477.0,2100.0,697.0,4270.0,2255.0,4120.0
624,622.0,1160.0,486.0,2133.333251953125,701.0,4310.0,2275.0,4125.0
625,614.0,1173.3333740234375,501.0,2111.111083984375,709.0,4360.0,2265.0,4160.0
626,608.0,1163.3333740234375,493.0,2022.22216796875,696.0,4270.0,2265.0,4075.0
627,610.0,1163.3333740234375,492.0,1888.888916015625,717.0,4300.0,2265.0,4100.0
628,608.0,1176.6666259765625,488.0,1900.0,715.0,4310.0,2250.0,4130.0
629,600.0,1160.0,474.0,1722.22216796875,716.0,4200.0,2280.0,4095.0
630,604.0,1173.3333740234375,463.0,1788.888916015625,720.0,4200.0,2260.0,4040.0
631,612.0,1183.3333740234375,455.0,1744.4444580078125,720.0,4070.0,2315.0,3790.0
632,620.0,1250.0,446.0,1644.4444580078125,703.0,4090.0,2305.0,3725.0
633,610.0,1256.6666259765625,450.0,1644.4444580078125,700.0,4040.0,2265.0,3710.0
634,616.0,1230.0,455.0,1722.22216796875,697.0,4070.0,2275.0,3745.0
635,614.0,1236.6666259765625,453.0,1788.888916015625,705.0,4120.0,2255.0,3790.0
636,634.0,1286.6666259765625,463.0,1866.6666259765625,700.0,4200.0,2265.0,3850.0
