timestamp,7203.T,9104.T,5020.T,8473.T,2914.T,4502.T,9501.T,5201.T,3524.T,1301.T,3864.T,6101.T,3865.T,6103.T,1332.T,8803.T,8804.T,6641.T,7721.T,8818.T,2201.T,3941.T,8835.T,1491.T,7731.T,9531.T,7732.T,9532.T,7733.T,9533.T,7003.T,9534.T,7004.T,5232.T,5233.T,7012.T,7013.T,4004.T,5237.T,4005.T
0,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062,0.0013867621477933062
1,-0.4336370413803224,-0.3281783345702229,-1.5211965502006115,3.264065288608661,0.9900772247116927,0.5946010396861329,-1.4816489316980557,0.0013867621477933062,-0.9873037004161059,-1.3827798854416657,-1.3827798854416657,-0.15680371186243058,-0.11725609335987461,1.5832915022500322,-0.15680371186243058,0.10025580840418323,-0.19635133036498653,-0.4336370413803224,-0.9873037004161059,-0.07770847485731865,0.0013867621477933062,0.13980342690673922,-0.5918275153905463,0.0013867621477933062,-0.1370299026111526,0.0013867621477933062,-0.4435239460059614,-1.086172746672496,-0.023330499416304176,-2.173732255492785,-3.755636995595024,-0.19635133036498653,-0.9873037004161059,-0.39408942287776644,-1.185041792928886,-1.185041792928886,-2.569208440518345,-2.371470348005565,1.0296248432142487,-0.2556727581188205
2,0.396862947173353,-0.8554766962108696,0.0013867621477933062,1.781029594762812,-0.19635133036498653,2.5719819648139315,-0.49295846913415636,-0.6906965616469362,-0.7895656079033261,-0.7895656079033261,0.0013867621477933062,-0.39408942287776644,-0.3149941858726545,-0.888434654159716,-0.29522037662137646,-0.7895656079033261,0.23867247316312915,0.31776771016824107,0.0013867621477933062,-0.3545418043752105,0.396862947173353,-0.29522037662137646,1.1878153172244725,0.13980342690673922,0.06070818990162726,-0.39408942287776644,1.1383807940962776,-0.7895656079033261,-0.07276502254449914,-0.6906965616469362,1.5832915022500322,0.2979939009169631,-0.19635133036498653,-2.569208440518345,-3.3601608105694645,0.396862947173353,0.5946010396861329,-1.185041792928886,-0.3149941858726545,-0.05793466560604066
3,0.0013867621477933062,-0.2622624186725301,0.08048199915290524,-2.371470348005565,-0.19635133036498653,-1.9759941629800053,0.396862947173353,3.362934334865051,-1.185041792928886,0.1991248546605732,0.0013867621477933062,0.21889866391185117,0.33754151941951904,-0.49295846913415636,0.21889866391185117,-0.29522037662137646,-0.5918275153905463,0.25844628241440715,0.7923391321989128,-0.09748228410859663,1.2866843634808625,-0.33476799512393246,-0.19635133036498653,0.33754151941951904,1.7414819762602562,-0.19635133036498653,2.176505779788372,0.1991248546605732,0.4215802087374505,0.6934700859425229,-0.39408942287776644,-0.19635133036498653,-0.19635133036498653,-1.5805179779544456,1.1878153172244725,-0.7895656079033261,-0.39408942287776644,2.5719819648139315,0.15957723615801722,0.2979939009169631
4,-0.19635133036498653,-1.5805179779544456,-0.6313751338931023,-2.766946533031125,-0.7895656079033261,0.9900772247116927,0.1991248546605732,0.5946010396861329,1.5832915022500322,-0.7895656079033261,1.3855534097372524,-0.01838704710348468,-0.11725609335987461,-1.4816489316980557,-0.038160856354762664,-1.5805179779544456,-0.6313751338931023,0.0013867621477933062,-0.7895656079033261,0.0013867621477933062,-0.19635133036498653,0.040934380650349274,-0.7895656079033261,-0.2754465673700985,0.13980342690673922,-0.29522037662137646,-0.5918275153905463,-0.49295846913415636,0.0013867621477933062,-1.8771251167236154,-1.7782560704672254,0.0013867621477933062,-0.7895656079033261,0.0013867621477933062,-0.9873037004161059,-1.9759941629800053,-1.5805179779544456,-1.185041792928886,0.7923391321989128,-0.29522037662137646
5,-0.5918275153905463,-2.3055592596980214,-0.829113226405882,-1.6793870242108355,-0.7895656079033261,-3.5578989030822443,-1.086172746672496,-1.5805179779544456,-0.9873037004161059,-0.9873037004161059,-1.3827798854416657,-0.3545418043752105,-0.19635133036498653,-2.470339394261955,-0.15680371186243058,-1.086172746672496,-1.185041792928886,-0.2358989488675425,-0.39408942287776644,-0.4336370413803224,-0.39408942287776644,-0.4138632321290444,-0.5918275153905463,-0.2358989488675425,-0.6906965616469362,-0.6906965616469362,-0.888434654159716,-0.29522037662137646,-0.39408942287776644,0.10025580840418323,-1.7782560704672254,-0.39408942287776644,-0.5918275153905463,-1.3827798854416657,-3.953375088107804,-1.3827798854416657,-1.7782560704672254,-2.173732255492785,0.23867247316312915,-0.21612513961626453
6,0.0013867621477933062,0.396862947173353,0.1991248546605732,-0.7895656079033261,-0.5918275153905463,-1.3827798854416657,0.0013867621477933062,1.3855534097372524,0.7923391321989128,0.1991248546605732,-0.7895656079033261,0.31776771016824107,-0.21612513961626453,-1.3827798854416657,-0.05793466560604066,0.396862947173353,0.5550534211835769,0.08048199915290524,0.396862947173353,-0.3149941858726545,-0.49295846913415636,-0.11725609335987461,0.0013867621477933062,0.1793510454092952,-0.3149941858726545,-0.6906965616469362,-1.036738223544301,-0.29522037662137646,-0.4682412075700589,-0.5918275153905463,1.3855534097372524,-0.09748228410859663,0.10025580840418323,-0.9873037004161059,2.176505779788372,1.781029594762812,2.176505779788372,1.3855534097372524,1.781029594762812,0.040934380650349274
7,0.5550534211835769,2.3083327839936083,0.6934700859425229,4.351624797428951,1.781029594762812,1.781029594762812,1.0889462709680826,0.396862947173353,1.5832915022500322,1.3855534097372524,0.9900772247116927,0.37708913792207505,0.357315328670797,6.131267630043969,0.12002961765546122,1.781029594762812,1.2273629357270286,0.12002961765546122,-0.09748228410859663,0.1793510454092952,0.49573199342974295,0.357315328670797,0.5946010396861329,0.040934380650349274,0.5550534211835769,0.49573199342974295,1.1383807940962776,1.3855534097372524,0.24855937778876816,1.0889462709680826,1.3855534097372524,0.6934700859425229,0.9900772247116927,0.1991248546605732,-1.3827798854416657,1.5832915022500322,1.781029594762812,0.7923391321989128,0.396862947173353,0.25844628241440715
8,-0.11725609335987461,-0.5918275153905463,0.37708913792207505,2.5719819648139315,-0.5918275153905463,-2.173732255492785,-0.19635133036498653,-2.371470348005565,-0.39408942287776644,0.1991248546605732,0.396862947173353,-0.1370299026111526,-0.3149941858726545,-2.371470348005565,0.021160571399071293,0.6934700859425229,0.5946010396861329,-0.01838704710348468,0.10025580840418323,0.515505802681021,-0.19635133036498653,0.021160571399071293,0.7923391321989128,-0.17657752111370856,-0.5522798968879903,-0.19635133036498653,-0.49295846913415636,0.10025580840418323,-0.17163406880088905,0.6934700859425229,-1.5805179779544456,-0.39408942287776644,-0.29522037662137646,-0.19635133036498653,2.7697200573267113,-0.7895656079033261,0.0013867621477933062,-1.185041792928886,-0.6313751338931023,-0.038160856354762664
9,0.08048199915290524,-0.657743431288239,-0.4731846598828784,0.49573199342974295,0.0013867621477933062,-0.39408942287776644,0.1991248546605732,-1.4816489316980557,0.0013867621477933062,-0.39408942287776644,-0.19635133036498653,-0.2556727581188205,-0.038160856354762664,-1.185041792928886,0.10025580840418323,0.6934700859425229,0.6341486581886889,-0.1370299026111526,-0.19635133036498653,-0.29522037662137646,0.2979939009169631,0.13980342690673922,0.9900772247116927,-0.07770847485731865,-0.5325060876367124,0.6934700859425229,0.05082128527598827,-0.09748228410859663,-0.1469168072367916,-0.19635133036498653,-0.19635133036498653,-0.39408942287776644,-0.19635133036498653,-1.185041792928886,-1.5805179779544456,-0.39408942287776644,-0.19635133036498653,0.7923391321989128,-0.3149941858726545,-0.01838704710348468
